Transaction Date,Product Ref,StoreCode,Cust-ID,Qty,UnitPrice,DiscountRate,TotalRevenue,Channel Used
"May 17, 2023",p004,S041 ,C0015,7,332.62,10%,€2095.51,online 
2023-09-23,p081,S022 ,C0070,8,109.94,5%,835.54 USD,online 
2023-04-10,p029,S050 ,C0046,6,359.42,0%,€2156.52,in-store
2023-10-19,p059,S015 ,C0006,2,268.37,0%,€536.74,in-store
"Jan 24, 2023",p077,S023 ,C0028,2,356.72,15%,€606.42,web
2023-04-04,p069,S023 ,C0041,1,171.09,5%,162.54 USD,web
27/10/2023,p085,S029 ,C0086,8,56.67,5%,€430.69,online 
"Nov 30, 2023",p012,S031 ,C0033,3,248.38,0%,€745.14,in-store
2023-11-13,p028,S039 ,C0033,6,393.57,0%,$2361.42,Wholesale
2023-12-01,p029,S045 ,C0073,8,190.64,15%,1296.35 USD,online 
"Aug 01, 2023",p016,S045 ,C0056,4,210.32,10%,$757.15,in-store
19/02/2023,p086,S006 ,C0068,3,490.4,15%,$1250.52,in-store
"Jun 07, 2023",p008,S016 ,C0085,5,186.86,5%,887.59 USD,web
"Nov 14, 2023",p011,S034 ,C0044,7,495.83,15%,€2950.19,online 
"Mar 05, 2023",p046,S010 ,C0030,7,265.32,15%,$1578.65,online 
2023-10-27,p034,S005 ,C0022,2,337.62,10%,€607.72,web
"Feb 12, 2023",p024,S046 ,C0012,4,379.48,0%,€1517.92,Wholesale
26/09/2023,p088,S024 ,C0097,8,85.36,0%,682.88 USD,Wholesale
2023-11-15,p049,S032 ,C0082,4,385.76,10%,$1388.74,online 
2023-02-23,p054,S024 ,C0009,6,373.52,5%,2129.06 USD,web
2023-05-07,p058,S028 ,C0099,6,470.62,10%,2541.35 USD,web
2023-05-08,p067,S021 ,C0091,7,499.59,0%,$3497.13,web
"May 31, 2023",p094,S030 ,C0076,7,134.57,5%,€894.89,web
"Jun 15, 2023",p099,S010 ,C0096,6,48.46,15%,€247.15,Wholesale
"Aug 16, 2023",p060,S041 ,C0006,2,421.11,5%,800.11 USD,online 
"Apr 22, 2023",p053,S035 ,C0001,5,109.3,5%,519.17 USD,Wholesale
2023-09-04,p033,S038 ,C0057,1,196.17,5%,186.36 USD,in-store
"Dec 08, 2023",p056,S012 ,C0090,1,273.07,10%,$245.76,online 
"Nov 13, 2023",p053,S007 ,C0071,4,294.81,5%,$1120.28,in-store
07/04/2023,p060,S001 ,C0081,5,311.58,10%,$1402.11,in-store
"Nov 14, 2023",p030,S035 ,C0066,4,331.99,0%,€1327.96,Wholesale
2023-12-01,p004,S017 ,C0057,2,321.66,10%,578.99 USD,Wholesale
"Jul 03, 2023",p046,S029 ,C0004,6,113.71,5%,$648.15,online 
"Apr 22, 2023",p027,S030 ,C0038,7,152.99,5%,€1017.38,Wholesale
2023-07-12,p094,S016 ,C0023,4,292.95,10%,$1054.62,web
"Sep 10, 2023",p034,S044 ,C0042,5,73.26,10%,$329.67,Wholesale
2023-09-23,p053,S030 ,C0048,8,396.44,15%,€2695.79,Wholesale
2023-01-09,p006,S024 ,C0005,5,473.79,0%,$2368.95,online 
2023-07-18,p036,S025 ,C0039,6,301.87,0%,$1811.22,Wholesale
13/10/2023,p041,S003 ,C0058,6,95.0,10%,$513.00,web
2023-03-25,p057,S038 ,C0003,6,398.92,15%,2034.49 USD,online 
"Mar 10, 2023",p080,S003 ,C0088,2,172.71,5%,328.15 USD,web
28/11/2023,p100,S002 ,C0066,5,231.18,5%,$1098.11,online 
"Feb 08, 2023",p090,S004 ,C0015,1,437.74,10%,393.97 USD,in-store
2023-05-27,p078,S028 ,C0025,6,377.27,0%,2263.62 USD,online 
2023-09-19,p046,S010 ,C0097,3,448.96,10%,$1212.19,web
2023-04-11,p081,S001 ,C0052,1,475.27,5%,451.51 USD,in-store
"Feb 11, 2023",p027,S048 ,C0054,6,270.51,5%,€1541.91,in-store
23/06/2023,p039,S026 ,C0020,7,76.93,0%,€538.51,web
"Feb 22, 2023",p096,S046 ,C0002,3,115.54,10%,$311.96,online 
"Mar 18, 2023",p096,S038 ,C0044,6,323.49,10%,1746.85 USD,Wholesale
2023-11-08,p088,S045 ,C0028,6,142.75,0%,€856.5,in-store
29/12/2023,p070,S024 ,C0025,7,148.54,5%,987.79 USD,in-store
"Aug 13, 2023",p038,S039 ,C0094,3,363.27,5%,$1035.32,in-store
"Aug 15, 2023",p024,S037 ,C0045,7,443.28,15%,$2637.52,online 
2023-12-02,p086,S037 ,C0010,2,336.11,5%,$638.61,web
2023-03-25,p029,S042 ,C0005,4,410.61,5%,€1560.32,online 
17/02/2023,p084,S025 ,C0030,6,323.18,5%,$1842.13,in-store
"Jul 01, 2023",p095,S045 ,C0029,1,44.79,10%,€40.31,web
30/06/2023,p060,S032 ,C0085,6,458.71,0%,$2752.26,in-store
2023-08-24,p071,S011 ,C0027,3,108.34,15%,€276.27,online 
2023-11-16,p034,S014 ,C0065,5,291.72,5%,€1385.67,in-store
"Sep 06, 2023",p077,S028 ,C0086,5,416.92,15%,1771.91 USD,in-store
2023-03-20,p019,S009 ,C0067,8,327.06,0%,$2616.48,Wholesale
03/09/2023,p088,S035 ,C0088,2,61.69,15%,104.87 USD,online 
"May 05, 2023",p040,S032 ,C0049,5,336.02,10%,1512.09 USD,Wholesale
2023-08-23,p075,S002 ,C0001,2,42.31,0%,84.62 USD,web
2023-10-31,p026,S020 ,C0027,1,172.64,10%,€155.38,Wholesale
2023-02-07,p033,S001 ,C0075,8,406.45,10%,€2926.44,in-store
"Aug 12, 2023",p077,S011 ,C0078,7,230.21,5%,1530.9 USD,web
12/11/2023,p052,S045 ,C0047,8,64.15,15%,$436.22,online 
2023-05-11,p015,S029 ,C0007,4,193.09,0%,772.36 USD,Wholesale
2023-05-10,p046,S003 ,C0080,5,469.63,0%,2348.15 USD,in-store
"Apr 19, 2023",p090,S020 ,C0063,1,487.06,0%,487.06 USD,in-store
"Sep 30, 2023",p084,S016 ,C0011,8,406.31,10%,$2925.43,Wholesale
2023-04-17,p064,S015 ,C0001,1,273.74,15%,232.68 USD,online 
2023-02-27,p060,S006 ,C0053,2,291.58,5%,€554.0,web
"Nov 14, 2023",p021,S022 ,C0037,4,340.17,5%,$1292.65,online 
27/08/2023,p023,S029 ,C0007,6,118.68,0%,€712.08,in-store
24/08/2023,p007,S020 ,C0082,1,176.46,0%,€176.46,online 
2023-01-01,p065,S020 ,C0076,7,235.22,15%,1399.56 USD,web
"Jan 28, 2023",p024,S036 ,C0010,7,230.0,15%,$1368.50,web
2023-04-21,p008,S025 ,C0070,8,116.94,5%,€888.74,web
"Dec 02, 2023",p088,S028 ,C0093,3,283.15,5%,$806.98,in-store
18/05/2023,p042,S009 ,C0044,5,454.86,10%,$2046.87,in-store
2023-06-17,p084,S029 ,C0030,8,311.58,15%,€2118.74,web
2023-07-07,p010,S042 ,C0060,4,211.35,0%,€845.4,in-store
17/04/2023,p013,S046 ,C0038,4,205.25,10%,738.9 USD,online 
20/11/2023,p079,S006 ,C0020,7,118.51,0%,$829.57,web
08/01/2023,p024,S031 ,C0026,4,363.42,15%,1235.63 USD,Wholesale
"Jul 08, 2023",p031,S047 ,C0032,2,335.52,10%,€603.94,online 
2023-09-12,p044,S013 ,C0088,4,243.64,10%,€877.1,Wholesale
2023-09-07,p056,S013 ,C0016,4,250.18,5%,$950.68,web
2023-10-03,p046,S014 ,C0071,1,152.25,0%,$152.25,Wholesale
2023-10-16,p015,S006 ,C0083,7,76.66,10%,$482.96,in-store
2023-12-29,p093,S022 ,C0024,3,427.32,10%,€1153.76,Wholesale
09/11/2023,p053,S037 ,C0041,2,346.69,0%,$693.38,Wholesale
"Feb 18, 2023",p052,S013 ,C0034,7,275.35,15%,€1638.33,Wholesale
31/08/2023,p043,S020 ,C0044,1,196.28,0%,196.28 USD,web
2023-12-23,p098,S039 ,C0024,5,204.61,0%,€1023.05,Wholesale
"Jan 17, 2023",p049,S042 ,C0017,7,349.29,5%,€2322.78,online 
22/06/2023,p065,S047 ,C0049,3,323.92,0%,971.76 USD,online 
"Jul 26, 2023",p031,S005 ,C0054,2,436.58,15%,€742.19,in-store
2023-07-16,p031,S034 ,C0058,3,134.51,15%,€343.0,web
25/07/2023,p024,S048 ,C0096,6,115.09,0%,$690.54,in-store
28/09/2023,p061,S046 ,C0004,1,137.27,15%,€116.68,online 
2023-01-13,p046,S036 ,C0030,8,460.57,10%,€3316.1,web
22/03/2023,p058,S023 ,C0017,5,448.94,0%,€2244.7,Wholesale
2023-08-24,p032,S033 ,C0081,1,404.18,0%,404.18 USD,web
23/11/2023,p020,S050 ,C0039,4,323.04,5%,€1227.55,in-store
"Dec 21, 2023",p100,S048 ,C0070,7,413.27,15%,€2458.96,in-store
14/02/2023,p024,S022 ,C0070,5,326.93,10%,€1471.19,online 
"Aug 13, 2023",p093,S007 ,C0099,1,333.78,5%,317.09 USD,in-store
"Feb 14, 2023",p087,S012 ,C0018,6,359.08,0%,2154.48 USD,in-store
16/10/2023,p090,S011 ,C0030,2,281.51,15%,478.57 USD,in-store
2023-04-28,p031,S028 ,C0051,8,71.67,15%,487.36 USD,in-store
31/01/2023,p078,S031 ,C0087,4,370.03,15%,$1258.10,web
"Nov 03, 2023",p058,S028 ,C0034,2,410.49,5%,€779.93,in-store
"Aug 24, 2023",p077,S035 ,C0073,6,271.59,0%,€1629.54,online 
01/03/2023,p049,S003 ,C0010,2,420.45,10%,756.81 USD,online 
30/08/2023,p051,S045 ,C0086,8,481.78,15%,€3276.1,in-store
17/02/2023,p092,S010 ,C0041,3,110.1,0%,€330.3,online 
"Mar 07, 2023",p047,S019 ,C0057,2,296.52,5%,563.39 USD,in-store
"Jun 24, 2023",p033,S011 ,C0033,5,28.24,10%,$127.08,online 
21/05/2023,p029,S041 ,C0010,8,275.19,5%,$2091.44,Wholesale
19/12/2023,p016,S037 ,C0054,3,160.17,5%,$456.48,in-store
20/06/2023,p092,S048 ,C0084,5,279.65,15%,1188.51 USD,online 
"Jan 19, 2023",p092,S004 ,C0079,2,59.15,15%,100.55 USD,web
2023-10-26,p044,S049 ,C0052,3,105.73,5%,301.33 USD,in-store
31/05/2023,p024,S034 ,C0078,3,347.37,10%,937.9 USD,Wholesale
2023-02-23,p062,S047 ,C0021,4,444.0,10%,€1598.4,Wholesale
15/11/2023,p026,S029 ,C0077,4,429.3,5%,$1631.34,Wholesale
"Sep 14, 2023",p076,S042 ,C0057,2,90.29,5%,171.55 USD,web
2023-04-07,p011,S048 ,C0035,3,29.78,0%,€89.34,Wholesale
2023-03-25,p004,S036 ,C0061,7,88.34,5%,$587.46,web
2023-11-07,p098,S004 ,C0076,4,164.21,15%,€558.31,in-store
"Oct 14, 2023",p062,S044 ,C0013,6,483.54,5%,€2756.18,online 
02/09/2023,p076,S028 ,C0092,5,49.8,0%,€249.0,in-store
01/05/2023,p091,S040 ,C0056,8,228.69,5%,€1738.04,in-store
10/06/2023,p065,S049 ,C0095,3,172.34,5%,$491.17,web
"Dec 11, 2023",p010,S035 ,C0011,5,344.89,15%,$1465.78,web
2023-04-12,p038,S044 ,C0006,3,72.32,5%,€206.11,in-store
"Jul 04, 2023",p058,S013 ,C0087,5,280.15,15%,1190.64 USD,online 
22/07/2023,p020,S027 ,C0024,8,465.24,15%,$3163.63,web
09/12/2023,p052,S016 ,C0057,8,177.89,10%,€1280.81,in-store
2023-09-16,p022,S030 ,C0049,4,391.12,0%,1564.48 USD,Wholesale
"Apr 27, 2023",p037,S012 ,C0042,8,45.25,10%,$325.80,web
"Dec 31, 2023",p071,S039 ,C0070,2,143.69,0%,287.38 USD,in-store
12/10/2023,p047,S024 ,C0015,7,405.9,5%,2699.23 USD,in-store
17/05/2023,p055,S016 ,C0064,7,167.23,5%,1112.08 USD,Wholesale
"Sep 28, 2023",p061,S040 ,C0067,3,401.53,5%,€1144.36,web
2023-11-01,p046,S013 ,C0019,5,260.82,0%,€1304.1,Wholesale
05/03/2023,p095,S006 ,C0099,6,89.28,10%,482.11 USD,Wholesale
2023-12-29,p086,S028 ,C0050,8,438.83,0%,€3510.64,Wholesale
2023-09-03,p017,S011 ,C0069,2,421.09,15%,715.85 USD,Wholesale
2023-09-25,p083,S016 ,C0023,1,138.39,5%,€131.47,web
2023-07-30,p073,S038 ,C0078,3,22.59,15%,$57.60,web
"Apr 14, 2023",p054,S003 ,C0067,2,307.16,5%,$583.60,Wholesale
14/08/2023,p016,S035 ,C0084,8,201.24,5%,$1529.42,web
16/07/2023,p010,S043 ,C0030,3,448.79,0%,1346.37 USD,Wholesale
05/06/2023,p064,S018 ,C0052,2,385.72,10%,€694.3,in-store
"Aug 05, 2023",p047,S005 ,C0090,6,295.11,0%,1770.66 USD,web
"Apr 29, 2023",p012,S017 ,C0060,5,410.52,5%,€1949.97,Wholesale
2023-03-24,p075,S011 ,C0099,1,284.68,5%,270.45 USD,online 
26/06/2023,p047,S044 ,C0013,2,494.08,0%,$988.16,online 
20/10/2023,p050,S042 ,C0057,6,464.84,0%,2789.04 USD,web
26/02/2023,p091,S013 ,C0015,2,370.51,5%,€703.97,Wholesale
25/07/2023,p024,S024 ,C0044,6,40.13,5%,€228.74,web
25/04/2023,p012,S003 ,C0022,5,82.26,15%,$349.61,web
"Oct 10, 2023",p041,S049 ,C0038,2,397.58,15%,€675.89,in-store
2023-09-17,p068,S033 ,C0006,8,454.26,0%,€3634.08,web
"Apr 27, 2023",p071,S032 ,C0025,6,210.63,15%,$1074.21,Wholesale
2023-08-13,p075,S020 ,C0082,8,57.56,0%,$460.48,web
05/06/2023,p034,S046 ,C0087,7,350.42,5%,2330.29 USD,web
19/10/2023,p032,S017 ,C0100,7,176.85,5%,€1176.05,web
"Aug 19, 2023",p039,S011 ,C0005,2,97.05,5%,$184.39,online 
"Jun 07, 2023",p052,S026 ,C0001,2,185.78,5%,€352.98,web
2023-05-05,p040,S009 ,C0072,8,113.06,15%,768.81 USD,in-store
"Dec 04, 2023",p054,S003 ,C0053,3,156.1,15%,398.05 USD,in-store
05/05/2023,p098,S011 ,C0085,7,32.52,10%,€204.88,online 
2023-12-27,p064,S038 ,C0017,2,411.86,5%,$782.53,online 
2023-04-18,p099,S037 ,C0032,7,214.06,15%,$1273.66,in-store
04/02/2023,p065,S035 ,C0052,4,437.86,5%,$1663.87,Wholesale
"Nov 26, 2023",p042,S034 ,C0032,2,315.68,5%,$599.79,Wholesale
2023-05-29,p061,S035 ,C0096,8,37.56,15%,255.41 USD,web
2023-10-23,p082,S040 ,C0062,7,193.89,5%,$1289.37,web
29/06/2023,p003,S036 ,C0060,2,202.69,5%,385.11 USD,Wholesale
"Apr 18, 2023",p028,S036 ,C0046,7,364.62,15%,$2169.49,Wholesale
24/04/2023,p061,S012 ,C0054,6,199.1,10%,1075.14 USD,web
20/07/2023,p047,S048 ,C0086,2,468.81,15%,$796.98,in-store
"Jan 10, 2023",p045,S029 ,C0073,2,371.15,5%,€705.18,web
13/12/2023,p038,S010 ,C0078,4,143.45,0%,€573.8,in-store
31/10/2023,p021,S039 ,C0051,8,24.69,5%,€187.64,in-store
"Aug 28, 2023",p065,S001 ,C0058,4,25.34,5%,$96.29,web
2023-12-04,p072,S035 ,C0036,4,262.18,10%,943.85 USD,Wholesale
"Jan 30, 2023",p046,S015 ,C0020,2,68.7,15%,116.79 USD,web
2023-05-17,p092,S020 ,C0064,7,222.59,0%,$1558.13,Wholesale
13/07/2023,p078,S047 ,C0064,8,346.54,10%,€2495.09,in-store
28/10/2023,p064,S040 ,C0029,8,246.53,10%,1775.02 USD,in-store
2023-09-24,p077,S026 ,C0093,8,497.65,15%,$3384.02,online 
"Jun 26, 2023",p006,S014 ,C0059,4,69.59,10%,250.52 USD,web
2023-05-17,p032,S030 ,C0046,7,479.09,0%,$3353.63,in-store
07/11/2023,p005,S049 ,C0050,4,294.83,5%,€1120.35,web
2023-11-13,p074,S018 ,C0020,4,443.87,10%,1597.93 USD,Wholesale
2023-09-19,p092,S022 ,C0061,3,124.65,15%,$317.86,Wholesale
"Dec 21, 2023",p049,S016 ,C0095,5,302.16,15%,€1284.18,online 
2023-05-29,p046,S050 ,C0047,3,304.74,5%,868.51 USD,web
11/01/2023,p011,S042 ,C0011,4,274.31,10%,€987.52,online 
"Feb 15, 2023",p066,S011 ,C0019,3,444.01,0%,1332.03 USD,Wholesale
2023-07-16,p017,S023 ,C0052,8,126.47,5%,961.17 USD,web
23/05/2023,p069,S050 ,C0050,8,183.08,0%,€1464.64,in-store
"Feb 28, 2023",p023,S017 ,C0100,7,499.53,15%,2972.2 USD,Wholesale
2023-02-20,p058,S037 ,C0037,6,382.94,10%,$2067.88,online 
2023-03-14,p063,S037 ,C0044,8,159.61,5%,€1213.04,in-store
20/02/2023,p062,S032 ,C0083,2,42.4,15%,72.08 USD,web
"Mar 15, 2023",p001,S019 ,C0048,5,149.22,0%,€746.1,in-store
12/11/2023,p052,S002 ,C0080,1,67.51,0%,67.51 USD,in-store
2023-04-06,p059,S014 ,C0068,7,367.06,15%,2184.01 USD,web
"Aug 12, 2023",p038,S004 ,C0073,3,350.7,10%,946.89 USD,Wholesale
2023-04-20,p035,S039 ,C0043,7,269.37,5%,$1791.31,Wholesale
"Sep 17, 2023",p049,S004 ,C0064,8,221.17,15%,$1503.96,Wholesale
"Sep 23, 2023",p022,S033 ,C0059,8,116.24,15%,790.43 USD,Wholesale
"May 07, 2023",p040,S032 ,C0094,3,490.57,15%,$1250.95,web
2023-11-26,p086,S017 ,C0078,8,294.68,0%,2357.44 USD,Wholesale
06/04/2023,p008,S006 ,C0068,5,378.9,15%,€1610.33,Wholesale
2023-03-01,p016,S028 ,C0085,1,374.45,15%,€318.28,in-store
30/03/2023,p030,S040 ,C0092,2,367.61,0%,$735.22,in-store
2023-06-13,p097,S020 ,C0016,3,265.59,10%,717.09 USD,Wholesale
06/12/2023,p051,S001 ,C0001,2,430.44,0%,€860.88,in-store
"Oct 15, 2023",p012,S029 ,C0054,4,87.74,10%,$315.86,web
2023-09-06,p088,S021 ,C0071,5,412.51,15%,€1753.17,online 
2023-01-31,p085,S040 ,C0097,1,325.05,15%,€276.29,web
"Oct 23, 2023",p041,S035 ,C0026,5,454.01,10%,$2043.05,web
"Jun 05, 2023",p036,S029 ,C0082,5,401.29,0%,€2006.45,in-store
"Aug 24, 2023",p057,S043 ,C0037,2,380.91,0%,761.82 USD,web
"Dec 25, 2023",p036,S045 ,C0052,5,348.5,10%,$1568.25,Wholesale
11/05/2023,p050,S039 ,C0004,7,458.78,5%,3050.89 USD,in-store
2023-09-27,p010,S045 ,C0080,3,227.26,15%,$579.51,web
"Mar 25, 2023",p035,S013 ,C0058,7,175.4,10%,$1105.02,web
2023-02-20,p035,S008 ,C0096,7,381.13,10%,€2401.12,in-store
17/10/2023,p031,S010 ,C0039,6,284.82,10%,€1538.03,in-store
11/08/2023,p049,S003 ,C0077,5,107.72,5%,€511.67,online 
2023-01-19,p015,S034 ,C0037,4,475.94,5%,€1808.57,in-store
"Feb 20, 2023",p075,S018 ,C0025,7,386.57,5%,2570.69 USD,online 
2023-07-06,p017,S008 ,C0096,5,128.67,10%,$579.01,web
2023-01-11,p067,S019 ,C0097,5,113.78,15%,€483.56,web
"Apr 17, 2023",p041,S032 ,C0051,2,302.94,15%,$515.00,web
2023-06-25,p020,S047 ,C0007,1,440.94,10%,$396.85,online 
06/04/2023,p005,S013 ,C0046,8,415.78,5%,$3159.93,web
14/04/2023,p079,S024 ,C0097,1,375.81,15%,$319.44,Wholesale
"Mar 21, 2023",p013,S024 ,C0037,3,114.72,15%,292.54 USD,in-store
17/07/2023,p067,S037 ,C0056,2,154.33,10%,277.79 USD,online 
2023-10-14,p010,S042 ,C0022,5,488.04,5%,$2318.19,Wholesale
"Dec 06, 2023",p035,S048 ,C0003,6,189.48,10%,1023.19 USD,online 
2023-04-29,p083,S020 ,C0099,8,83.84,15%,€570.11,in-store
"Nov 23, 2023",p085,S002 ,C0090,1,99.79,10%,€89.81,Wholesale
2023-01-17,p082,S012 ,C0089,2,107.74,15%,183.16 USD,online 
2023-10-30,p088,S022 ,C0070,7,271.62,10%,€1711.21,web
"Nov 20, 2023",p046,S003 ,C0011,5,45.3,15%,192.53 USD,online 
"Feb 01, 2023",p050,S021 ,C0023,3,140.66,10%,€379.78,online 
2023-07-09,p062,S018 ,C0071,4,102.56,10%,€369.22,in-store
12/01/2023,p006,S014 ,C0030,7,380.55,15%,€2264.27,online 
26/05/2023,p026,S010 ,C0007,3,483.9,10%,1306.53 USD,web
"Jan 24, 2023",p055,S030 ,C0056,8,492.87,10%,€3548.66,in-store
03/09/2023,p081,S022 ,C0027,3,267.73,0%,803.19 USD,in-store
"Feb 13, 2023",p051,S005 ,C0071,3,291.62,10%,787.37 USD,web
"Sep 10, 2023",p067,S015 ,C0022,2,322.44,0%,$644.88,Wholesale
27/11/2023,p093,S024 ,C0085,8,327.08,5%,$2485.81,online 
15/07/2023,p071,S013 ,C0096,3,285.22,5%,812.88 USD,web
"Nov 23, 2023",p090,S026 ,C0006,2,143.48,5%,$272.61,online 
"Jan 04, 2023",p054,S042 ,C0082,3,398.34,10%,$1075.52,online 
"Oct 13, 2023",p019,S039 ,C0081,4,145.19,15%,$493.65,web
"Mar 05, 2023",p097,S021 ,C0027,7,62.0,10%,€390.6,in-store
"Jul 09, 2023",p007,S047 ,C0089,8,499.55,15%,$3396.94,in-store
2023-02-10,p074,S045 ,C0039,5,275.81,15%,€1172.19,web
2023-12-31,p011,S007 ,C0066,5,483.19,0%,$2415.95,web
01/04/2023,p001,S026 ,C0026,8,348.22,5%,€2646.47,web
2023-11-21,p039,S027 ,C0067,5,474.21,10%,$2133.94,online 
2023-06-23,p066,S043 ,C0045,3,393.86,10%,€1063.42,web
2023-03-15,p074,S020 ,C0014,2,381.3,0%,$762.60,Wholesale
2023-03-06,p002,S043 ,C0073,4,82.87,0%,331.48 USD,web
09/02/2023,p024,S050 ,C0060,2,281.79,0%,$563.58,online 
2023-01-05,p094,S040 ,C0088,6,280.38,15%,1429.94 USD,in-store
"Mar 14, 2023",p061,S013 ,C0068,7,356.61,5%,$2371.46,online 
28/12/2023,p034,S044 ,C0003,2,450.27,10%,€810.49,online 
10/08/2023,p005,S035 ,C0100,1,98.42,15%,83.66 USD,Wholesale
"Aug 11, 2023",p022,S016 ,C0092,8,41.66,0%,333.28 USD,online 
03/04/2023,p088,S021 ,C0027,8,198.48,10%,1429.06 USD,Wholesale
"Aug 22, 2023",p057,S028 ,C0066,6,360.43,0%,€2162.58,web
"Mar 15, 2023",p031,S030 ,C0006,4,44.78,5%,$170.16,in-store
05/02/2023,p081,S042 ,C0073,8,304.95,0%,$2439.60,online 
09/10/2023,p047,S040 ,C0066,4,416.45,0%,1665.8 USD,web
17/03/2023,p043,S013 ,C0044,8,498.22,10%,€3587.18,Wholesale
"Mar 29, 2023",p061,S013 ,C0098,5,217.64,5%,€1033.79,online 
03/03/2023,p099,S035 ,C0028,4,68.77,5%,261.33 USD,Wholesale
"Oct 16, 2023",p080,S010 ,C0066,1,377.23,15%,320.65 USD,web
2023-06-12,p036,S007 ,C0058,2,480.48,5%,912.91 USD,in-store
11/09/2023,p075,S012 ,C0079,8,494.83,0%,€3958.64,Wholesale
2023-12-02,p066,S050 ,C0029,4,142.34,0%,$569.36,Wholesale
10/09/2023,p077,S040 ,C0034,5,337.23,5%,1601.84 USD,web
09/12/2023,p088,S041 ,C0088,8,457.11,5%,€3474.04,online 
2023-09-10,p032,S036 ,C0092,7,230.6,0%,1614.2 USD,Wholesale
10/06/2023,p096,S004 ,C0029,8,472.64,10%,$3403.01,Wholesale
06/10/2023,p049,S030 ,C0093,3,324.61,0%,$973.83,web
2023-06-08,p012,S017 ,C0020,4,376.83,10%,1356.59 USD,in-store
14/04/2023,p073,S039 ,C0008,3,453.56,15%,$1156.58,online 
31/10/2023,p044,S022 ,C0025,3,472.23,10%,1275.02 USD,online 
2023-08-09,p001,S044 ,C0020,8,67.87,10%,€488.66,online 
"Jan 28, 2023",p083,S041 ,C0015,2,352.03,15%,598.45 USD,in-store
17/12/2023,p094,S011 ,C0097,8,224.9,0%,€1799.2,in-store
2023-04-23,p048,S008 ,C0036,7,411.26,10%,€2590.94,Wholesale
"Sep 07, 2023",p089,S040 ,C0052,8,196.26,5%,1491.58 USD,Wholesale
2023-08-26,p071,S046 ,C0049,3,49.7,0%,$149.10,Wholesale
2023-07-26,p064,S037 ,C0009,8,37.06,10%,266.83 USD,web
2023-03-25,p089,S028 ,C0026,8,33.72,15%,$229.30,web
2023-12-09,p007,S027 ,C0048,2,364.7,5%,$692.93,web
2023-12-11,p035,S048 ,C0010,6,323.45,10%,$1746.63,web
18/07/2023,p079,S042 ,C0061,5,245.51,0%,€1227.55,Wholesale
"Oct 10, 2023",p094,S007 ,C0024,1,489.48,5%,465.01 USD,web
11/05/2023,p023,S050 ,C0097,1,142.67,15%,$121.27,online 
30/08/2023,p019,S013 ,C0015,4,268.47,10%,$966.49,web
2023-12-14,p028,S028 ,C0064,1,343.5,15%,291.97 USD,online 
2023-06-24,p021,S048 ,C0036,7,307.01,15%,1826.71 USD,web
2023-12-09,p053,S013 ,C0016,7,60.35,0%,$422.45,in-store
"Jun 14, 2023",p042,S030 ,C0096,3,251.57,10%,€679.24,in-store
"Jun 19, 2023",p052,S047 ,C0017,5,333.64,10%,€1501.38,web
2023-10-06,p020,S038 ,C0015,3,127.54,0%,€382.62,in-store
27/01/2023,p096,S016 ,C0057,4,132.45,5%,$503.31,Wholesale
2023-11-11,p040,S043 ,C0006,1,289.59,10%,$260.63,in-store
2023-09-27,p001,S024 ,C0038,6,49.65,10%,$268.11,in-store
"Jul 06, 2023",p046,S037 ,C0033,1,230.45,15%,$195.88,in-store
"Mar 05, 2023",p022,S001 ,C0098,3,63.65,15%,$162.31,web
"Feb 10, 2023",p026,S013 ,C0067,2,360.87,0%,$721.74,web
"Apr 21, 2023",p095,S021 ,C0066,8,178.98,15%,1217.06 USD,Wholesale
2023-01-16,p046,S049 ,C0027,8,167.95,0%,$1343.60,web
24/03/2023,p065,S025 ,C0029,7,115.35,0%,€807.45,web
22/05/2023,p092,S041 ,C0089,2,90.7,15%,154.19 USD,Wholesale
"Nov 17, 2023",p064,S023 ,C0062,2,71.66,15%,121.82 USD,in-store
2023-05-31,p024,S043 ,C0078,7,189.1,0%,€1323.7,web
2023-07-03,p067,S041 ,C0049,8,401.66,15%,2731.29 USD,in-store
2023-05-07,p009,S040 ,C0049,1,260.22,5%,$247.21,Wholesale
28/05/2023,p061,S034 ,C0036,5,443.25,10%,$1994.62,online 
2023-12-28,p063,S040 ,C0057,1,29.77,5%,€28.28,Wholesale
2023-04-13,p036,S037 ,C0091,8,322.28,0%,$2578.24,web
02/08/2023,p011,S049 ,C0071,6,54.02,15%,€275.5,web
2023-10-24,p059,S016 ,C0040,5,428.28,0%,$2141.40,in-store
01/01/2023,p087,S040 ,C0001,8,445.68,15%,3030.62 USD,online 
2023-09-23,p002,S042 ,C0062,2,387.14,0%,€774.28,web
2023-05-10,p050,S050 ,C0077,4,340.21,15%,€1156.71,Wholesale
2023-03-27,p008,S047 ,C0094,1,378.16,10%,€340.34,web
26/04/2023,p045,S046 ,C0005,2,225.75,0%,€451.5,web
06/09/2023,p003,S004 ,C0002,8,134.66,10%,969.55 USD,Wholesale
"Mar 23, 2023",p075,S007 ,C0097,7,324.79,0%,2273.53 USD,Wholesale
2023-06-02,p027,S043 ,C0047,7,43.64,15%,€259.66,Wholesale
"Jan 24, 2023",p056,S023 ,C0015,3,89.42,15%,228.02 USD,online 
2023-02-26,p088,S016 ,C0024,6,82.62,5%,€470.93,web
13/10/2023,p058,S016 ,C0063,8,114.27,10%,€822.74,web
