Inventory Date,ProductRef,StoreRef,QtyInStock,ReorderFlag
2023-10-11, p050 ,S034,56 units,no
09/07/2023, p088 ,S035,54 units,no
02/06/2023, P046 ,S011,66 units,no
"Jan 16, 2023", p017 ,S047,96 units,no
2023-04-12, P053 ,S004,6 units,yes
21/02/2023, p077 ,S044,82 units,no
05/02/2023, p054 ,S035,95 units,no
"Mar 18, 2023", P023 ,S004,160 units,no
2023-11-19, p027 ,S039,35 units,no
06/09/2023, p089 ,S021,96 units,no
2023-08-20, p011 ,S038,175 units,no
"Jan 23, 2023", P094 ,S049,38 units,no
2023-01-26, P079 ,S021,200 units,no
06/04/2023, p028 ,S040,180 units,no
05/02/2023, p035 ,S001,41 units,no
14/06/2023, P069 ,S047,152 units,no
21/12/2023, P003 ,S042,148 units,no
2023-10-31, P069 ,S040,199 units,no
"Jun 02, 2023", P034 ,S008,36 units,no
"Aug 20, 2023", p041 ,S006,4 units,yes
2023-01-28, P061 ,S009,24 units,yes
"Jul 10, 2023", p093 ,S043,119 units,no
"Jul 24, 2023", p028 ,S007,193 units,no
2023-02-02, P076 ,S001,3 units,yes
11/10/2023, P084 ,S023,145 units,no
27/06/2023, p093 ,S037,144 units,no
2023-01-05, p054 ,S023,1 units,yes
"Jul 02, 2023", p087 ,S024,42 units,no
"Aug 10, 2023", P070 ,S036,42 units,no
2023-11-25, p011 ,S045,33 units,no
2023-08-20, P096 ,S039,23 units,yes
20/08/2023, p026 ,S020,60 units,no
"Nov 19, 2023", P071 ,S048,103 units,no
20/06/2023, p050 ,S035,176 units,no
15/08/2023, p073 ,S045,58 units,no
03/12/2023, P096 ,S032,5 units,yes
2023-01-12, p088 ,S012,136 units,no
27/02/2023, P033 ,S039,28 units,yes
15/01/2023, p093 ,S008,34 units,no
"Aug 28, 2023", p028 ,S025,169 units,no
2023-10-30, p092 ,S041,13 units,yes
2023-05-13, P075 ,S017,8 units,yes
"Mar 06, 2023", p006 ,S037,140 units,no
09/07/2023, p031 ,S043,148 units,no
"May 09, 2023", P067 ,S029,110 units,no
"Apr 09, 2023", P079 ,S038,53 units,no
2023-12-05, p037 ,S033,192 units,no
2023-09-28, P063 ,S047,166 units,no
30/06/2023, p089 ,S008,120 units,no
"Nov 16, 2023", P096 ,S008,157 units,no
"Jan 02, 2023", P009 ,S048,21 units,yes
14/09/2023, P045 ,S023,179 units,no
2023-06-19, P009 ,S040,148 units,no
08/12/2023, P014 ,S043,65 units,no
27/01/2023, p021 ,S034,64 units,no
2023-07-01, p038 ,S009,113 units,no
"Sep 05, 2023", p087 ,S008,7 units,yes
"Jan 11, 2023", P099 ,S009,83 units,no
2023-02-04, P099 ,S040,129 units,no
07/08/2023, p097 ,S043,154 units,no
2023-05-20, P005 ,S004,96 units,no
"Feb 10, 2023", P045 ,S012,40 units,no
2023-12-16, P016 ,S006,63 units,no
13/04/2023, p015 ,S009,160 units,no
2023-08-16, P100 ,S033,183 units,no
2023-09-19, P084 ,S032,69 units,no
2023-01-10, P029 ,S038,197 units,no
"Sep 24, 2023", p055 ,S014,183 units,no
10/07/2023, p085 ,S026,22 units,yes
29/12/2023, p044 ,S031,95 units,no
24/04/2023, p017 ,S049,21 units,yes
2023-02-05, P039 ,S015,27 units,yes
2023-07-16, p027 ,S021,134 units,no
"Jan 29, 2023", p054 ,S018,26 units,yes
31/03/2023, p090 ,S007,136 units,no
"Sep 08, 2023", P040 ,S024,176 units,no
14/02/2023, p082 ,S016,48 units,no
"Nov 10, 2023", P075 ,S028,176 units,no
30/03/2023, P019 ,S023,146 units,no
2023-10-11, P071 ,S014,99 units,no
2023-02-24, P066 ,S011,108 units,no
"May 10, 2023", p081 ,S003,77 units,no
"Oct 12, 2023", p043 ,S024,108 units,no
2023-01-23, P009 ,S007,187 units,no
18/12/2023, P071 ,S041,69 units,no
"Apr 12, 2023", p097 ,S040,12 units,yes
2023-12-12, P014 ,S045,132 units,no
2023-06-18, p089 ,S025,60 units,no
2023-08-25, P059 ,S020,92 units,no
2023-01-06, p028 ,S009,62 units,no
02/04/2023, p015 ,S045,148 units,no
29/11/2023, p015 ,S040,114 units,no
"Jan 20, 2023", p078 ,S038,21 units,yes
"May 29, 2023", p018 ,S004,75 units,no
2023-11-24, P056 ,S024,198 units,no
11/01/2023, P096 ,S010,84 units,no
2023-04-13, p077 ,S031,89 units,no
2023-09-05, P094 ,S030,108 units,no
21/07/2023, p012 ,S038,191 units,no
13/10/2023, p093 ,S009,108 units,no
21/09/2023, p004 ,S050,121 units,no
2023-04-24, P046 ,S042,185 units,no
2023-01-12, P049 ,S034,150 units,no
2023-08-24, p035 ,S050,34 units,no
"Jan 27, 2023", p044 ,S048,112 units,no
"Jul 02, 2023", P046 ,S042,91 units,no
03/10/2023, p088 ,S030,50 units,no
"Sep 02, 2023", P007 ,S009,90 units,no
"Aug 01, 2023", p037 ,S036,18 units,yes
2023-10-12, P029 ,S004,1 units,yes
"Dec 06, 2023", P100 ,S036,110 units,no
30/10/2023, p073 ,S031,184 units,no
2023-08-15, P100 ,S036,130 units,no
2023-03-13, P024 ,S008,146 units,no
25/03/2023, p081 ,S045,13 units,yes
"Oct 03, 2023", P024 ,S013,29 units,yes
23/10/2023, P033 ,S015,49 units,no
24/04/2023, P068 ,S033,198 units,no
"Dec 14, 2023", p043 ,S028,87 units,no
14/06/2023, P100 ,S008,42 units,no
2023-10-24, p097 ,S044,86 units,no
"Mar 06, 2023", p073 ,S047,178 units,no
2023-11-17, p095 ,S041,98 units,no
"Oct 09, 2023", p091 ,S004,173 units,no
"Jun 12, 2023", p012 ,S043,181 units,no
13/05/2023, P058 ,S043,61 units,no
"Nov 23, 2023", P034 ,S021,109 units,no
"Oct 03, 2023", P049 ,S021,124 units,no
"Aug 29, 2023", P045 ,S012,112 units,no
12/07/2023, p052 ,S014,24 units,yes
"Jun 30, 2023", P084 ,S022,21 units,yes
19/11/2023, P008 ,S004,57 units,no
2023-03-27, P083 ,S031,28 units,yes
2023-11-11, p078 ,S003,81 units,no
02/07/2023, P024 ,S040,70 units,no
13/06/2023, p081 ,S046,65 units,no
2023-10-25, p055 ,S020,51 units,no
2023-04-09, p043 ,S023,18 units,yes
2023-02-26, P020 ,S026,60 units,no
"Sep 24, 2023", p077 ,S003,178 units,no
2023-09-23, P072 ,S010,191 units,no
2023-01-03, P059 ,S026,53 units,no
2023-12-27, p080 ,S017,39 units,no
"Sep 24, 2023", P033 ,S006,112 units,no
05/12/2023, p052 ,S018,189 units,no
31/12/2023, P024 ,S043,21 units,yes
"May 22, 2023", p057 ,S022,115 units,no
"May 28, 2023", P013 ,S024,65 units,no
"Apr 06, 2023", P094 ,S004,146 units,no
2023-04-14, p074 ,S042,109 units,no
"Nov 17, 2023", p089 ,S048,86 units,no
2023-01-27, p092 ,S041,155 units,no
2023-04-03, P075 ,S012,45 units,no
"Feb 06, 2023", p088 ,S007,16 units,yes
"Jun 13, 2023", P079 ,S043,99 units,no
"Nov 25, 2023", P048 ,S014,172 units,no
12/08/2023, P071 ,S050,112 units,no
"Sep 11, 2023", P013 ,S027,142 units,no
"Feb 13, 2023", p006 ,S037,151 units,no
"Feb 21, 2023", p087 ,S018,184 units,no
23/07/2023, p017 ,S019,31 units,no
"Jan 20, 2023", P059 ,S019,39 units,no
04/06/2023, p017 ,S025,58 units,no
12/09/2023, P016 ,S048,154 units,no
12/10/2023, p082 ,S042,111 units,no
"May 24, 2023", P014 ,S005,47 units,no
18/08/2023, p089 ,S003,128 units,no
"Feb 12, 2023", P003 ,S048,8 units,yes
"Oct 12, 2023", P068 ,S044,156 units,no
"Jan 28, 2023", p078 ,S020,193 units,no
2023-11-10, P014 ,S034,50 units,no
17/03/2023, P025 ,S001,104 units,no
"May 05, 2023", p004 ,S031,81 units,no
"Mar 04, 2023", P029 ,S049,32 units,no
2023-09-04, P053 ,S048,94 units,no
2023-02-15, p043 ,S004,86 units,no
"Aug 24, 2023", p043 ,S026,128 units,no
04/02/2023, p057 ,S038,67 units,no
2023-06-16, P033 ,S031,14 units,yes
09/09/2023, p012 ,S038,51 units,no
"Apr 19, 2023", p082 ,S035,117 units,no
2023-09-25, P079 ,S014,181 units,no
2023-07-07, p044 ,S014,90 units,no
"May 16, 2023", P079 ,S030,146 units,no
2023-02-05, P062 ,S037,51 units,no
23/03/2023, p080 ,S047,132 units,no
2023-07-20, P075 ,S009,20 units,yes
2023-06-24, P020 ,S046,122 units,no
08/08/2023, p087 ,S001,114 units,no
19/02/2023, p078 ,S002,38 units,no
10/03/2023, P098 ,S026,121 units,no
03/03/2023, p074 ,S038,0 units,yes
"Nov 07, 2023", P002 ,S043,14 units,yes
"Dec 15, 2023", P009 ,S011,132 units,no
11/10/2023, p093 ,S010,151 units,no
02/01/2023, p091 ,S017,195 units,no
2023-02-05, P084 ,S033,129 units,no
2023-01-07, p038 ,S021,135 units,no
17/05/2023, P061 ,S014,18 units,yes
07/10/2023, p028 ,S005,139 units,no
2023-05-09, p097 ,S019,168 units,no
"May 09, 2023", P029 ,S004,174 units,no
2023-12-24, p073 ,S039,53 units,no
06/07/2023, P094 ,S037,157 units,no
"Oct 09, 2023", P023 ,S025,49 units,no
"Dec 02, 2023", P034 ,S019,186 units,no
12/06/2023, p082 ,S041,66 units,no
"Aug 24, 2023", P098 ,S027,144 units,no
07/02/2023, P053 ,S044,6 units,yes
"Sep 25, 2023", P045 ,S038,121 units,no
"Dec 06, 2023", p028 ,S036,137 units,no
10/03/2023, p028 ,S019,59 units,no
21/08/2023, p043 ,S041,3 units,yes
"Nov 13, 2023", p006 ,S011,187 units,no
2023-04-04, p038 ,S043,112 units,no
2023-05-29, p038 ,S014,153 units,no
"May 14, 2023", p038 ,S026,148 units,no
2023-07-09, p077 ,S014,118 units,no
2023-11-04, p088 ,S029,33 units,no
02/04/2023, p073 ,S050,32 units,no
01/04/2023, P083 ,S049,66 units,no
2023-04-18, p017 ,S021,6 units,yes
"Jul 11, 2023", p006 ,S005,198 units,no
2023-10-04, p081 ,S019,162 units,no
2023-01-11, p015 ,S003,170 units,no
2023-10-12, P047 ,S048,118 units,no
24/04/2023, P002 ,S045,43 units,no
28/05/2023, P047 ,S014,7 units,yes
2023-06-01, P086 ,S028,38 units,no
03/05/2023, P065 ,S050,1 units,yes
08/08/2023, p052 ,S029,129 units,no
2023-02-05, p027 ,S030,150 units,no
11/05/2023, P086 ,S042,164 units,no
2023-11-14, P098 ,S040,81 units,no
2023-12-02, P099 ,S041,26 units,yes
"Dec 31, 2023", p087 ,S041,127 units,no
"May 01, 2023", P083 ,S020,10 units,yes
"May 16, 2023", P029 ,S015,93 units,no
2023-09-20, P067 ,S044,87 units,no
07/07/2023, P061 ,S014,68 units,no
2023-04-13, P019 ,S021,151 units,no
"Apr 26, 2023", P013 ,S049,65 units,no
2023-09-08, p077 ,S037,81 units,no
"May 18, 2023", P094 ,S019,74 units,no
"Jun 09, 2023", P075 ,S032,91 units,no
"Jul 17, 2023", P061 ,S043,30 units,no
2023-07-10, P061 ,S047,80 units,no
14/01/2023, p073 ,S042,193 units,no
2023-08-31, p028 ,S038,97 units,no
"Jun 03, 2023", p021 ,S003,112 units,no
14/10/2023, p004 ,S008,84 units,no
"Mar 02, 2023", P094 ,S020,82 units,no
2023-12-11, P039 ,S024,29 units,yes
"Jan 21, 2023", p032 ,S027,3 units,yes
"Mar 10, 2023", p082 ,S049,41 units,no
2023-06-04, P024 ,S024,161 units,no
03/05/2023, p090 ,S010,190 units,no
2023-05-30, P084 ,S031,188 units,no
2023-05-01, P065 ,S004,40 units,no
22/07/2023, P072 ,S045,148 units,no
2023-10-12, P062 ,S004,88 units,no
2023-05-13, p054 ,S021,55 units,no
"Sep 17, 2023", p078 ,S044,120 units,no
10/09/2023, p093 ,S032,125 units,no
2023-04-29, p006 ,S004,101 units,no
2023-04-25, p097 ,S033,93 units,no
29/04/2023, P002 ,S014,102 units,no
"Oct 25, 2023", p017 ,S034,163 units,no
13/11/2023, P049 ,S001,159 units,no
2023-08-18, p074 ,S008,133 units,no
05/11/2023, p006 ,S027,33 units,no
2023-04-20, p004 ,S027,2 units,yes
28/08/2023, p057 ,S007,69 units,no
25/05/2023, p092 ,S028,24 units,yes
"Oct 11, 2023", P098 ,S014,158 units,no
08/04/2023, p060 ,S037,172 units,no
2023-01-20, P002 ,S013,59 units,no
2023-07-21, P100 ,S015,145 units,no
2023-08-01, P016 ,S004,26 units,yes
11/11/2023, p057 ,S030,132 units,no
2023-10-28, P002 ,S048,47 units,no
01/12/2023, P019 ,S012,85 units,no
"Nov 08, 2023", p093 ,S023,43 units,no
2023-10-11, P036 ,S038,46 units,no
"Jun 30, 2023", p041 ,S031,82 units,no
"Oct 15, 2023", P048 ,S019,36 units,no
"Apr 04, 2023", P069 ,S006,4 units,yes
"Mar 02, 2023", p095 ,S046,62 units,no
20/07/2023, P051 ,S037,43 units,no
"Jan 22, 2023", P045 ,S013,45 units,no
17/12/2023, p044 ,S006,149 units,no
"May 06, 2023", P019 ,S050,73 units,no
2023-11-09, P001 ,S013,179 units,no
2023-10-28, p010 ,S011,197 units,no
2023-05-28, P099 ,S049,71 units,no
23/07/2023, P046 ,S040,9 units,yes
"May 10, 2023", P002 ,S031,195 units,no
2023-11-21, P079 ,S014,97 units,no
2023-08-20, P059 ,S038,173 units,no
"Jun 05, 2023", p026 ,S030,16 units,yes
13/12/2023, p037 ,S017,137 units,no
01/01/2023, P064 ,S046,54 units,no
2023-03-27, P049 ,S020,121 units,no
21/04/2023, p055 ,S013,122 units,no
"Aug 13, 2023", P079 ,S020,75 units,no
"Apr 06, 2023", P016 ,S024,84 units,no
2023-03-23, P049 ,S036,76 units,no
23/10/2023, p088 ,S032,67 units,no
"Jan 17, 2023", P064 ,S006,63 units,no
31/01/2023, P024 ,S034,137 units,no
"Feb 26, 2023", p027 ,S021,135 units,no
28/06/2023, p026 ,S031,35 units,no
2023-05-17, p011 ,S039,101 units,no
2023-02-23, p012 ,S048,134 units,no
"Jan 30, 2023", P024 ,S028,49 units,no
"Oct 10, 2023", P083 ,S050,13 units,yes
09/03/2023, P072 ,S004,42 units,no
"Jan 14, 2023", p012 ,S019,193 units,no
2023-06-22, p095 ,S048,109 units,no
"Nov 18, 2023", p089 ,S022,133 units,no
03/11/2023, P036 ,S041,74 units,no
"Dec 16, 2023", P094 ,S007,159 units,no
"Jan 02, 2023", P014 ,S046,191 units,no
"May 15, 2023", p026 ,S016,20 units,yes
2023-01-24, p093 ,S035,127 units,no
12/10/2023, P066 ,S015,114 units,no
"Jul 13, 2023", p077 ,S042,103 units,no
2023-09-25, p006 ,S006,32 units,no
2023-09-22, P009 ,S001,181 units,no
28/05/2023, P096 ,S002,170 units,no
2023-03-26, P016 ,S003,188 units,no
25/01/2023, p085 ,S044,78 units,no
16/05/2023, p090 ,S029,81 units,no
"Apr 15, 2023", p073 ,S047,106 units,no
"Aug 06, 2023", P076 ,S049,121 units,no
"Jan 30, 2023", p010 ,S001,135 units,no
27/08/2023, P100 ,S046,200 units,no
2023-07-19, p011 ,S037,85 units,no
2023-03-18, p043 ,S047,134 units,no
2023-08-23, p010 ,S018,200 units,no
29/11/2023, P051 ,S025,51 units,no
2023-08-19, P036 ,S004,46 units,no
2023-04-16, p052 ,S013,53 units,no
"Nov 17, 2023", P007 ,S024,75 units,no
2023-06-28, P019 ,S035,29 units,yes
2023-11-16, p035 ,S043,88 units,no
29/09/2023, P067 ,S043,125 units,no
04/12/2023, P083 ,S047,70 units,no
2023-02-04, p031 ,S026,157 units,no
16/03/2023, P069 ,S046,87 units,no
2023-09-20, P001 ,S002,95 units,no
"Dec 14, 2023", p042 ,S040,4 units,yes
2023-08-05, P008 ,S048,172 units,no
2023-01-13, p088 ,S021,77 units,no
2023-07-14, p010 ,S027,187 units,no
"Oct 22, 2023", p022 ,S019,88 units,no
2023-06-18, P049 ,S003,139 units,no
"Aug 08, 2023", P008 ,S046,71 units,no
26/11/2023, P079 ,S043,115 units,no
17/05/2023, P066 ,S027,129 units,no
"Jun 22, 2023", p078 ,S049,11 units,yes
19/01/2023, p060 ,S002,61 units,no
2023-06-01, P034 ,S007,187 units,no
"May 11, 2023", P029 ,S012,165 units,no
21/12/2023, p057 ,S012,102 units,no
"Apr 26, 2023", P047 ,S001,98 units,no
2023-10-01, P063 ,S009,117 units,no
"Jul 25, 2023", p021 ,S010,158 units,no
27/10/2023, P098 ,S021,96 units,no
24/06/2023, P047 ,S025,4 units,yes
"Aug 06, 2023", p050 ,S006,141 units,no
13/04/2023, p088 ,S026,48 units,no
"Apr 24, 2023", p038 ,S039,1 units,yes
2023-01-18, p042 ,S047,31 units,no
2023-01-22, P030 ,S047,37 units,no
24/11/2023, p032 ,S029,143 units,no
2023-05-05, p015 ,S033,154 units,no
"Dec 12, 2023", P062 ,S007,2 units,yes
"Apr 04, 2023", p017 ,S029,102 units,no
"Oct 26, 2023", P070 ,S007,100 units,no
2023-09-04, P061 ,S003,144 units,no
"Sep 14, 2023", p057 ,S020,164 units,no
22/07/2023, p074 ,S004,137 units,no
2023-04-23, p050 ,S024,72 units,no
2023-04-01, P046 ,S028,176 units,no
"Nov 19, 2023", p080 ,S034,32 units,no
2023-12-13, p088 ,S018,118 units,no
20/07/2023, P064 ,S018,107 units,no
"Jan 06, 2023", P049 ,S013,93 units,no
01/03/2023, p018 ,S005,52 units,no
"Jun 22, 2023", p026 ,S048,99 units,no
"Oct 26, 2023", p057 ,S009,155 units,no
14/06/2023, p074 ,S040,149 units,no
"Dec 09, 2023", p021 ,S008,156 units,no
22/05/2023, p041 ,S047,21 units,yes
"Sep 13, 2023", P020 ,S005,165 units,no
13/03/2023, P099 ,S028,166 units,no
26/03/2023, P075 ,S008,54 units,no
26/07/2023, p022 ,S050,134 units,no
24/12/2023, p015 ,S047,72 units,no
2023-04-05, P084 ,S040,172 units,no
2023-03-26, P072 ,S008,48 units,no
2023-10-25, P100 ,S016,19 units,yes
2023-10-10, p090 ,S001,180 units,no
24/11/2023, P070 ,S024,102 units,no
"Mar 09, 2023", p089 ,S048,136 units,no
2023-09-04, p022 ,S021,136 units,no
18/11/2023, P071 ,S024,8 units,yes
05/05/2023, p077 ,S042,136 units,no
2023-08-30, P064 ,S043,66 units,no
2023-10-18, p015 ,S040,102 units,no
"Jul 14, 2023", P003 ,S041,176 units,no
"Sep 15, 2023", P069 ,S026,130 units,no
2023-07-31, p097 ,S023,72 units,no
2023-12-21, P001 ,S001,103 units,no
2023-02-01, p080 ,S040,20 units,yes
2023-04-25, P034 ,S012,6 units,yes
"Apr 10, 2023", p073 ,S027,158 units,no
"Aug 23, 2023", P045 ,S028,142 units,no
"Jan 02, 2023", P076 ,S009,109 units,no
2023-10-01, P084 ,S006,114 units,no
"Jan 30, 2023", p028 ,S009,39 units,no
2023-12-12, P048 ,S024,174 units,no
"Jul 09, 2023", P076 ,S022,2 units,yes
"Sep 06, 2023", p078 ,S012,130 units,no
2023-08-15, p095 ,S040,93 units,no
"Jul 03, 2023", p091 ,S009,81 units,no
"Nov 07, 2023", p012 ,S008,25 units,yes
"Feb 12, 2023", p097 ,S005,7 units,yes
"Apr 02, 2023", p055 ,S044,95 units,no
14/07/2023, p026 ,S044,52 units,no
29/10/2023, P036 ,S037,142 units,no
27/05/2023, P034 ,S003,10 units,yes
06/12/2023, P075 ,S026,54 units,no
2023-04-03, p038 ,S039,139 units,no
15/09/2023, p054 ,S008,94 units,no
17/08/2023, P056 ,S038,95 units,no
"Feb 20, 2023", P061 ,S038,21 units,yes
2023-11-26, p037 ,S036,57 units,no
05/08/2023, p095 ,S041,153 units,no
"Jun 19, 2023", p090 ,S035,178 units,no
25/09/2023, p095 ,S019,66 units,no
2023-07-23, p031 ,S039,129 units,no
10/04/2023, p021 ,S014,18 units,yes
"Mar 31, 2023", P072 ,S029,77 units,no
"Dec 18, 2023", p073 ,S028,198 units,no
"Nov 16, 2023", P070 ,S043,85 units,no
2023-01-25, p042 ,S031,80 units,no
18/05/2023, P023 ,S041,96 units,no
13/05/2023, P061 ,S033,135 units,no
"Nov 28, 2023", P059 ,S036,10 units,yes
01/09/2023, P056 ,S002,93 units,no
"Aug 10, 2023", p044 ,S029,13 units,yes
"Sep 09, 2023", P075 ,S019,163 units,no
20/12/2023, P024 ,S050,191 units,no
2023-03-30, p031 ,S003,125 units,no
"Feb 14, 2023", P059 ,S023,182 units,no
11/12/2023, P049 ,S002,139 units,no
2023-12-08, p091 ,S024,21 units,yes
19/10/2023, p037 ,S018,142 units,no
11/02/2023, p028 ,S029,33 units,no
"Jan 25, 2023", p012 ,S045,128 units,no
"Sep 10, 2023", P098 ,S014,109 units,no
"Jan 31, 2023", p043 ,S024,0 units,yes
2023-03-28, p080 ,S036,125 units,no
"Oct 17, 2023", P019 ,S006,87 units,no
2023-03-14, p082 ,S018,132 units,no
"Oct 23, 2023", p091 ,S013,131 units,no
25/01/2023, P098 ,S025,1 units,yes
2023-11-21, p082 ,S004,184 units,no
06/02/2023, P096 ,S033,112 units,no
27/02/2023, P051 ,S016,151 units,no
29/10/2023, P046 ,S049,3 units,yes
2023-02-16, P086 ,S045,65 units,no
"Aug 07, 2023", P014 ,S008,7 units,yes
14/02/2023, p054 ,S027,165 units,no
"Mar 27, 2023", P040 ,S050,48 units,no
"Nov 26, 2023", p010 ,S043,157 units,no
2023-07-06, p055 ,S043,141 units,no
"Oct 11, 2023", P024 ,S046,173 units,no
21/09/2023, p042 ,S050,36 units,no
2023-01-22, p057 ,S002,115 units,no
31/12/2023, p037 ,S019,59 units,no
19/10/2023, P096 ,S014,16 units,yes
"Apr 18, 2023", p078 ,S004,10 units,yes
2023-07-04, P075 ,S047,78 units,no
"Jun 12, 2023", p032 ,S027,131 units,no
28/12/2023, p006 ,S035,25 units,yes
2023-03-19, p055 ,S030,40 units,no
2023-09-04, p054 ,S047,18 units,yes
21/07/2023, P009 ,S050,85 units,no
"Aug 31, 2023", P099 ,S046,199 units,no
13/05/2023, P065 ,S034,183 units,no
2023-11-02, P066 ,S012,57 units,no
2023-09-04, P020 ,S027,182 units,no
2023-04-09, P045 ,S033,65 units,no
2023-08-26, P047 ,S011,33 units,no
08/05/2023, p074 ,S044,103 units,no
22/11/2023, p017 ,S008,65 units,no
2023-09-06, P056 ,S038,146 units,no
"Jun 21, 2023", p091 ,S033,73 units,no
2023-05-14, p038 ,S020,71 units,no
2023-05-20, P048 ,S045,187 units,no
"Oct 13, 2023", P023 ,S036,145 units,no
2023-01-05, P051 ,S019,116 units,no
2023-06-19, P019 ,S048,56 units,no
2023-01-31, p021 ,S013,180 units,no
2023-08-09, p060 ,S046,185 units,no
2023-02-14, p038 ,S013,152 units,no
04/04/2023, P036 ,S019,41 units,no
25/10/2023, P086 ,S004,169 units,no
2023-10-29, P016 ,S015,72 units,no
30/09/2023, P062 ,S005,75 units,no
10/02/2023, p038 ,S029,8 units,yes
19/11/2023, p088 ,S045,41 units,no
2023-06-24, P020 ,S050,196 units,no
07/04/2023, P013 ,S039,88 units,no
24/01/2023, p043 ,S039,117 units,no
17/10/2023, p021 ,S048,115 units,no
"Feb 26, 2023", P020 ,S015,165 units,no
"Jun 07, 2023", p004 ,S046,46 units,no
2023-06-17, P084 ,S007,64 units,no
01/12/2023, P048 ,S011,148 units,no
30/10/2023, P064 ,S020,70 units,no
01/04/2023, p082 ,S010,89 units,no
12/12/2023, P033 ,S026,36 units,no
2023-08-02, p044 ,S015,3 units,yes
15/01/2023, P019 ,S035,61 units,no
2023-01-02, p077 ,S047,76 units,no
2023-01-15, P084 ,S008,38 units,no
"Aug 17, 2023", p074 ,S020,179 units,no
"Dec 27, 2023", P076 ,S049,120 units,no
10/10/2023, P086 ,S022,122 units,no
"Sep 07, 2023", p073 ,S023,53 units,no
"Oct 10, 2023", p017 ,S008,31 units,no
2023-11-08, p012 ,S010,98 units,no
2023-12-20, P049 ,S003,196 units,no
2023-10-03, P007 ,S026,118 units,no
"Nov 10, 2023", P071 ,S044,150 units,no
2023-10-02, P023 ,S013,185 units,no
03/07/2023, P030 ,S007,85 units,no
2023-09-23, p011 ,S004,46 units,no
13/08/2023, p050 ,S025,165 units,no
2023-08-20, P051 ,S048,175 units,no
"May 16, 2023", p074 ,S010,146 units,no
"Jun 25, 2023", p004 ,S036,30 units,no
"Jan 12, 2023", p041 ,S016,188 units,no
"Apr 19, 2023", p042 ,S003,154 units,no
2023-01-02, P059 ,S006,200 units,no
"May 02, 2023", p006 ,S032,17 units,yes
25/06/2023, p021 ,S004,48 units,no
2023-01-23, p081 ,S001,66 units,no
2023-12-07, P034 ,S037,192 units,no
02/02/2023, P072 ,S026,37 units,no
2023-12-10, p038 ,S022,23 units,yes
"Oct 04, 2023", p057 ,S032,180 units,no
2023-02-27, P046 ,S046,79 units,no
2023-10-03, P013 ,S014,128 units,no
2023-06-13, p006 ,S030,128 units,no
14/04/2023, p026 ,S036,186 units,no
2023-07-17, P051 ,S044,99 units,no
2023-01-01, P070 ,S004,170 units,no
"Dec 18, 2023", P005 ,S041,1 units,yes
2023-04-30, P023 ,S002,61 units,no
07/12/2023, P005 ,S025,76 units,no
30/12/2023, P046 ,S024,173 units,no
2023-09-02, P099 ,S019,94 units,no
2023-09-05, P049 ,S036,76 units,no
2023-11-24, P068 ,S007,94 units,no
03/09/2023, P063 ,S038,27 units,yes
06/09/2023, P025 ,S044,112 units,no
09/01/2023, P020 ,S024,142 units,no
2023-05-15, P048 ,S014,14 units,yes
25/10/2023, p041 ,S044,131 units,no
"Dec 18, 2023", P009 ,S021,43 units,no
2023-03-23, P079 ,S045,72 units,no
"Apr 04, 2023", P024 ,S044,194 units,no
"Nov 11, 2023", P019 ,S049,18 units,yes
2023-02-24, p032 ,S050,154 units,no
03/07/2023, P062 ,S006,8 units,yes
28/06/2023, p031 ,S013,53 units,no
2023-11-05, p028 ,S042,103 units,no
"Apr 13, 2023", P061 ,S037,52 units,no
"Dec 14, 2023", P062 ,S006,65 units,no
2023-08-28, P020 ,S016,35 units,no
"Dec 31, 2023", P071 ,S009,139 units,no
"Apr 19, 2023", p044 ,S016,128 units,no
05/11/2023, p085 ,S027,71 units,no
18/09/2023, P076 ,S016,161 units,no
2023-08-14, p021 ,S042,68 units,no
2023-08-10, P046 ,S048,124 units,no
05/11/2023, p054 ,S012,119 units,no
"Nov 10, 2023", p093 ,S026,55 units,no
17/02/2023, P100 ,S013,51 units,no
12/05/2023, P029 ,S019,50 units,no
"Feb 26, 2023", P056 ,S024,66 units,no
19/06/2023, P005 ,S012,81 units,no
"Nov 14, 2023", p092 ,S031,1 units,yes
2023-03-09, P003 ,S050,154 units,no
2023-09-27, P040 ,S018,50 units,no
29/07/2023, P020 ,S029,63 units,no
"Apr 29, 2023", p004 ,S015,27 units,yes
"Jun 19, 2023", p004 ,S024,29 units,yes
2023-12-20, p010 ,S029,64 units,no
2023-12-19, P023 ,S029,50 units,no
18/08/2023, P076 ,S004,11 units,yes
"Jan 26, 2023", P020 ,S031,177 units,no
2023-06-10, P003 ,S037,53 units,no
2023-07-20, p006 ,S020,124 units,no
2023-02-26, P024 ,S015,10 units,yes
"May 15, 2023", P056 ,S021,117 units,no
2023-11-22, P084 ,S003,54 units,no
2023-04-03, P072 ,S050,159 units,no
"Oct 01, 2023", P068 ,S046,62 units,no
"Jul 08, 2023", p041 ,S050,163 units,no
2023-10-25, p017 ,S049,71 units,no
2023-10-24, p078 ,S042,84 units,no
2023-07-04, p027 ,S020,62 units,no
2023-06-08, P079 ,S028,188 units,no
"May 06, 2023", p092 ,S037,8 units,yes
"Jul 22, 2023", p027 ,S009,46 units,no
07/08/2023, P084 ,S011,130 units,no
07/08/2023, P005 ,S039,141 units,no
"Sep 19, 2023", P098 ,S048,126 units,no
